Country,EdLevel,YearsCodePro,Salary
India,Bachelor’s degree,16.0,44265.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,6.0,38216.0
Ukraine,Master’s degree,3.0,20000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,59872.0
Austria,Bachelor’s degree,13.0,107406.0
Romania,Master’s degree,5.0,53943.0
Hungary,Less than a Bachelor’s degree,6.0,10381.0
Netherlands,Bachelor’s degree,2.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,111464.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,60000.0
Germany,Less than a Bachelor’s degree,2.0,128887.0
United States of America,Bachelor’s degree,4.0,140000.0
Germany,Master’s degree,7.0,56925.0
Switzerland,Bachelor’s degree,15.0,206121.0
Italy,Post grad,8.0,64444.0
Hungary,Bachelor’s degree,8.0,58427.0
Netherlands,Master’s degree,7.0,85173.0
United States of America,Master’s degree,22.0,100000.0
Ukraine,Less than a Bachelor’s degree,13.0,96666.0
South Africa,Less than a Bachelor’s degree,26.0,64570.0
France,Master’s degree,4.0,36088.0
Czech Republic,Master’s degree,7.0,43978.0
France,Bachelor’s degree,0.5,23629.0
Israel,Less than a Bachelor’s degree,8.0,129524.0
Bangladesh,Master’s degree,15.0,42489.0
France,Master’s degree,25.0,75184.0
France,Post grad,16.0,150369.0
Spain,Master’s degree,44.0,57999.0
Germany,Master’s degree,4.0,56388.0
United States of America,Bachelor’s degree,6.0,170000.0
Hungary,Less than a Bachelor’s degree,3.0,17501.0
Germany,Less than a Bachelor’s degree,20.0,118147.0
Spain,Post grad,20.0,66592.0
Germany,Less than a Bachelor’s degree,4.0,53703.0
Turkey,Less than a Bachelor’s degree,15.0,27822.0
United Kingdom of Great Britain and Northern Ireland,Post grad,5.0,48917.0
Spain,Master’s degree,5.0,53703.0
Belgium,Master’s degree,2.0,37592.0
Germany,Master’s degree,10.0,77332.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,198725.0
United States of America,Less than a Bachelor’s degree,6.0,100000.0
Spain,Master’s degree,2.0,35444.0
Norway,Master’s degree,2.0,79552.0
Ukraine,Master’s degree,8.0,26066.0
Austria,Master’s degree,5.0,139628.0
United States of America,Master’s degree,23.0,200000.0
Germany,Master’s degree,0.5,53703.0
Germany,Bachelor’s degree,15.0,64444.0
Switzerland,Master’s degree,9.0,106960.0
Sweden,Master’s degree,25.0,77833.0
Ireland,Bachelor’s degree,13.0,161109.0
Ukraine,Master’s degree,15.0,57600.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,50955.0
United States of America,Bachelor’s degree,19.0,141500.0
India,Bachelor’s degree,10.0,29909.0
South Africa,Bachelor’s degree,7.0,53808.0
Norway,Bachelor’s degree,8.0,84232.0
Israel,Bachelor’s degree,3.0,98223.0
Germany,Master’s degree,6.0,85925.0
Germany,Bachelor’s degree,19.0,77332.0
India,Bachelor’s degree,7.0,41872.0
United States of America,Less than a Bachelor’s degree,28.0,175000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,178343.0
Czech Republic,Bachelor’s degree,8.0,34748.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,53503.0
United States of America,Bachelor’s degree,1.0,85000.0
Poland,Master’s degree,17.0,102302.0
Australia,Bachelor’s degree,16.0,125525.0
Russian Federation,Less than a Bachelor’s degree,1.0,34017.0
Sweden,Less than a Bachelor’s degree,8.0,62000.0
United States of America,Post grad,3.0,184000.0
Germany,Master’s degree,8.0,98814.0
United States of America,Bachelor’s degree,0.5,54000.0
Brazil,Bachelor’s degree,15.0,42892.0
Ireland,Bachelor’s degree,25.0,102036.0
Czech Republic,Bachelor’s degree,9.0,41176.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,99363.0
United Kingdom of Great Britain and Northern Ireland,Post grad,21.0,70444.0
France,Bachelor’s degree,4.0,25777.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,140127.0
Canada,Bachelor’s degree,34.0,109039.0
Sweden,Master’s degree,1.0,42923.0
Spain,Bachelor’s degree,8.0,128887.0
Germany,Master’s degree,2.0,69062.0
Canada,Less than a Bachelor’s degree,3.0,47977.0
Italy,Less than a Bachelor’s degree,8.0,38666.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,170700.0
Bangladesh,Bachelor’s degree,6.0,81579.0
Ukraine,Master’s degree,17.0,53317.0
Sweden,Master’s degree,5.0,108738.0
India,Bachelor’s degree,22.0,64603.0
Brazil,Less than a Bachelor’s degree,4.0,13427.0
United States of America,Less than a Bachelor’s degree,18.0,175000.0
United States of America,Master’s degree,5.0,100000.0
United States of America,Bachelor’s degree,7.0,150000.0
Czech Republic,Master’s degree,8.0,36051.0
Germany,Master’s degree,4.0,53703.0
Germany,Less than a Bachelor’s degree,23.0,99888.0
United States of America,Bachelor’s degree,4.0,120000.0
Czech Republic,Less than a Bachelor’s degree,2.0,20036.0
United States of America,Master’s degree,7.0,112476.0
Germany,Post grad,17.0,96666.0
United States of America,Less than a Bachelor’s degree,25.0,190000.0
Ukraine,Post grad,7.0,62296.0
United States of America,Bachelor’s degree,19.0,160000.0
Romania,Post grad,17.0,16183.0
United States of America,Bachelor’s degree,1.0,95000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,100636.0
United States of America,Bachelor’s degree,13.0,200000.0
United States of America,Bachelor’s degree,28.0,155000.0
Switzerland,Bachelor’s degree,0.5,94147.0
United States of America,Bachelor’s degree,29.0,185000.0
France,Master’s degree,6.0,48333.0
United States of America,Master’s degree,17.0,240000.0
Poland,Bachelor’s degree,20.0,84138.0
Ukraine,Less than a Bachelor’s degree,4.0,27600.0
Ukraine,Bachelor’s degree,4.0,26955.0
United States of America,Less than a Bachelor’s degree,32.0,105000.0
Austria,Master’s degree,3.0,80555.0
France,Post grad,20.0,45433.0
Germany,Bachelor’s degree,10.0,118147.0
Germany,Less than a Bachelor’s degree,10.0,69599.0
Italy,Less than a Bachelor’s degree,2.0,17937.0
United States of America,Master’s degree,4.0,170000.0
United States of America,Bachelor’s degree,4.0,240000.0
Germany,Less than a Bachelor’s degree,37.0,80555.0
Canada,Master’s degree,19.0,94501.0
United States of America,Bachelor’s degree,15.0,155000.0
United States of America,Bachelor’s degree,9.0,220000.0
Sweden,Less than a Bachelor’s degree,6.0,44831.0
France,Master’s degree,12.0,59073.0
Netherlands,Master’s degree,15.0,171850.0
United States of America,Bachelor’s degree,1.0,50000.0
Romania,Post grad,6.0,31071.0
Belgium,Master’s degree,25.0,42962.0
Poland,Master’s degree,9.0,65578.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,129936.0
United States of America,Bachelor’s degree,5.0,210000.0
Portugal,Master’s degree,5.0,45111.0
Russian Federation,Master’s degree,2.0,35854.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,56051.0
United States of America,Bachelor’s degree,7.0,177000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,63694.0
India,Bachelor’s degree,7.0,33258.0
United States of America,Bachelor’s degree,2.0,65000.0
Poland,Bachelor’s degree,7.0,50000.0
United States of America,Bachelor’s degree,2.0,80000.0
United States of America,Master’s degree,13.0,195000.0
Brazil,Less than a Bachelor’s degree,12.0,33568.0
Germany,Bachelor’s degree,4.0,59073.0
Ireland,Master’s degree,13.0,107406.0
France,Bachelor’s degree,15.0,139628.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,2.0,26751.0
United States of America,Bachelor’s degree,10.0,230000.0
Switzerland,Bachelor’s degree,6.0,77992.0
Israel,Bachelor’s degree,2.0,97143.0
Switzerland,Master’s degree,3.0,111417.0
United States of America,Post grad,10.0,240000.0
Czech Republic,Master’s degree,10.0,52991.0
United States of America,Post grad,12.0,145000.0
Israel,Bachelor’s degree,11.0,134921.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,35669.0
Germany,Less than a Bachelor’s degree,8.0,51988.0
Poland,Master’s degree,2.0,21777.0
Germany,Less than a Bachelor’s degree,10.0,59073.0
France,Master’s degree,14.0,85925.0
United States of America,Bachelor’s degree,18.0,200000.0
Germany,Bachelor’s degree,8.0,66592.0
Ukraine,Bachelor’s degree,3.0,70000.0
Germany,Master’s degree,5.0,78407.0
Canada,Master’s degree,1.0,58154.0
Brazil,Bachelor’s degree,21.0,36701.0
Finland,Post grad,6.0,88073.0
Canada,Post grad,17.0,90866.0
United States of America,Less than a Bachelor’s degree,23.0,148000.0
Austria,Post grad,8.0,85925.0
Poland,Master’s degree,26.0,136105.0
Norway,Master’s degree,7.0,70193.0
United States of America,Post grad,4.0,155000.0
Canada,Less than a Bachelor’s degree,1.0,35620.0
Netherlands,Master’s degree,10.0,91295.0
United Kingdom of Great Britain and Northern Ireland,Post grad,11.0,146496.0
Germany,Less than a Bachelor’s degree,3.0,48333.0
Brazil,Less than a Bachelor’s degree,10.0,22378.0
Norway,Master’s degree,20.0,112309.0
United States of America,Less than a Bachelor’s degree,0.5,40000.0
Netherlands,Master’s degree,1.0,53703.0
United States of America,Less than a Bachelor’s degree,4.0,100000.0
United States of America,Bachelor’s degree,8.0,115000.0
India,Bachelor’s degree,9.0,59817.0
Brazil,Bachelor’s degree,5.0,18089.0
United States of America,Bachelor’s degree,4.0,124800.0
Ukraine,Post grad,5.0,17772.0
United States of America,Bachelor’s degree,14.0,200000.0
Italy,Master’s degree,5.0,46185.0
United States of America,Bachelor’s degree,40.0,225000.0
Canada,Master’s degree,4.0,94501.0
United States of America,Bachelor’s degree,6.0,131000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,121018.0
France,Bachelor’s degree,2.0,37592.0
Brazil,Bachelor’s degree,10.0,22378.0
Canada,Master’s degree,20.0,87231.0
France,Master’s degree,6.0,61651.0
United States of America,Master’s degree,11.0,123000.0
United States of America,Bachelor’s degree,25.0,150000.0
India,Master’s degree,4.0,83744.0
Sweden,Master’s degree,4.0,71534.0
Germany,Master’s degree,4.0,82703.0
Italy,Bachelor’s degree,7.0,35444.0
Ukraine,Master’s degree,8.0,110000.0
Italy,Less than a Bachelor’s degree,3.0,32222.0
Canada,Bachelor’s degree,11.0,94501.0
Brazil,Less than a Bachelor’s degree,6.0,90000.0
Austria,Less than a Bachelor’s degree,19.0,99888.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,98089.0
United States of America,Master’s degree,13.0,134000.0
United States of America,Bachelor’s degree,23.0,225000.0
United States of America,Master’s degree,0.5,65000.0
United States of America,Bachelor’s degree,11.0,250000.0
Germany,Bachelor’s degree,5.0,70888.0
United States of America,Bachelor’s degree,5.0,120000.0
France,Master’s degree,3.0,59073.0
France,Master’s degree,15.0,161109.0
Switzerland,Post grad,13.0,130358.0
Norway,Less than a Bachelor’s degree,15.0,93591.0
Netherlands,Bachelor’s degree,24.0,134258.0
Belgium,Master’s degree,4.0,53703.0
Canada,Bachelor’s degree,26.0,88685.0
France,Less than a Bachelor’s degree,2.0,37377.0
Mexico,Bachelor’s degree,6.0,54664.0
Spain,Bachelor’s degree,15.0,69814.0
France,Bachelor’s degree,12.0,81629.0
United States of America,Bachelor’s degree,36.0,153000.0
Italy,Less than a Bachelor’s degree,22.0,40814.0
France,Bachelor’s degree,7.0,48333.0
Australia,Bachelor’s degree,41.0,122222.0
United States of America,Master’s degree,15.0,80000.0
United States of America,Less than a Bachelor’s degree,0.5,50000.0
France,Master’s degree,5.0,48333.0
United States of America,Bachelor’s degree,14.0,231600.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,63694.0
United States of America,Bachelor’s degree,23.0,175000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,121018.0
Italy,Less than a Bachelor’s degree,3.0,18152.0
United States of America,Master’s degree,13.0,218000.0
Germany,Master’s degree,10.0,80555.0
United States of America,Less than a Bachelor’s degree,10.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,33758.0
Portugal,Master’s degree,16.0,63799.0
India,Bachelor’s degree,4.0,21534.0
United States of America,Bachelor’s degree,15.0,150000.0
Canada,Bachelor’s degree,10.0,65060.0
United States of America,Bachelor’s degree,24.0,190000.0
United States of America,Bachelor’s degree,8.0,108000.0
India,Bachelor’s degree,4.0,35890.0
United States of America,Bachelor’s degree,3.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,8.0,53503.0
United States of America,Bachelor’s degree,6.0,110000.0
United States of America,Bachelor’s degree,0.5,87000.0
Israel,Less than a Bachelor’s degree,3.0,103619.0
United States of America,Less than a Bachelor’s degree,26.0,180000.0
Austria,Master’s degree,8.0,85925.0
United States of America,Bachelor’s degree,10.0,65000.0
United States of America,Less than a Bachelor’s degree,3.0,98000.0
France,Less than a Bachelor’s degree,7.0,75184.0
United States of America,Less than a Bachelor’s degree,2.0,55000.0
Germany,Bachelor’s degree,7.0,67129.0
Italy,Less than a Bachelor’s degree,24.0,42962.0
Germany,Less than a Bachelor’s degree,33.0,96666.0
United States of America,Master’s degree,6.0,86900.0
United States of America,Bachelor’s degree,10.0,123000.0
United States of America,Master’s degree,2.0,104000.0
Russian Federation,Less than a Bachelor’s degree,2.0,28011.0
United States of America,Bachelor’s degree,3.0,70000.0
United States of America,Bachelor’s degree,13.0,141000.0
Denmark,Less than a Bachelor’s degree,25.0,122402.0
Belgium,Bachelor’s degree,2.0,30933.0
Netherlands,Less than a Bachelor’s degree,18.0,69814.0
Portugal,Master’s degree,7.0,48333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,26.0,152865.0
Italy,Bachelor’s degree,11.0,41888.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,1.0,28662.0
United States of America,Master’s degree,20.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,121018.0
Brazil,Less than a Bachelor’s degree,8.0,58184.0
Italy,Less than a Bachelor’s degree,0.5,19333.0
Spain,Less than a Bachelor’s degree,10.0,96666.0
Russian Federation,Less than a Bachelor’s degree,4.0,107563.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,63694.0
United States of America,Master’s degree,4.0,145000.0
Germany,Bachelor’s degree,2.0,51555.0
India,Bachelor’s degree,6.0,89726.0
United States of America,Bachelor’s degree,17.0,230000.0
Germany,Master’s degree,8.0,85925.0
United States of America,Bachelor’s degree,16.0,180000.0
United States of America,Master’s degree,4.0,140000.0
Brazil,Bachelor’s degree,30.0,37297.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,21.0,70063.0
Sweden,Bachelor’s degree,28.0,61046.0
United States of America,Less than a Bachelor’s degree,12.0,170000.0
Finland,Bachelor’s degree,4.0,53703.0
Canada,Less than a Bachelor’s degree,11.0,101770.0
United States of America,Less than a Bachelor’s degree,9.0,147000.0
United States of America,Master’s degree,21.0,185000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,10.0,84458.0
United States of America,Master’s degree,7.0,130000.0
United States of America,Bachelor’s degree,5.0,125000.0
Canada,Bachelor’s degree,4.0,58154.0
Germany,Bachelor’s degree,11.0,60147.0
United States of America,Bachelor’s degree,12.0,143000.0
United States of America,Master’s degree,28.0,130000.0
United States of America,Bachelor’s degree,8.0,142000.0
Germany,Master’s degree,6.0,64444.0
United States of America,Bachelor’s degree,25.0,185000.0
Hungary,Bachelor’s degree,2.0,32610.0
Ukraine,Bachelor’s degree,2.0,14600.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,2.0,23847.0
United States of America,Bachelor’s degree,6.0,120000.0
United States of America,Master’s degree,26.0,200000.0
United States of America,Less than a Bachelor’s degree,2.0,96000.0
Germany,Bachelor’s degree,2.0,55851.0
Germany,Master’s degree,15.0,93443.0
United States of America,Bachelor’s degree,22.0,120000.0
United States of America,Less than a Bachelor’s degree,8.0,157500.0
United States of America,Bachelor’s degree,9.0,155000.0
United States of America,Less than a Bachelor’s degree,18.0,110000.0
India,Master’s degree,15.0,75370.0
Brazil,Bachelor’s degree,12.0,74595.0
Austria,Bachelor’s degree,8.0,68740.0
United States of America,Bachelor’s degree,6.0,170000.0
Ukraine,Bachelor’s degree,6.0,30000.0
Switzerland,Master’s degree,13.0,174925.0
United Kingdom of Great Britain and Northern Ireland,Post grad,4.0,92293.0
United States of America,Bachelor’s degree,1.0,85000.0
Germany,Post grad,25.0,42962.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,48407.0
Sweden,Bachelor’s degree,9.0,91569.0
Brazil,Bachelor’s degree,22.0,27787.0
United States of America,Bachelor’s degree,24.0,175000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,89172.0
United States of America,Bachelor’s degree,6.0,150000.0
Poland,Master’s degree,1.0,19797.0
France,Bachelor’s degree,7.0,51555.0
South Africa,Bachelor’s degree,11.0,40356.0
Austria,Less than a Bachelor’s degree,10.0,85925.0
United States of America,Bachelor’s degree,6.0,150000.0
Brazil,Bachelor’s degree,15.0,130000.0
United States of America,Master’s degree,35.0,160000.0
Netherlands,Master’s degree,10.0,53703.0
Sweden,Bachelor’s degree,18.0,62000.0
Ukraine,Bachelor’s degree,3.0,20734.0
Canada,Bachelor’s degree,9.0,116309.0
Israel,Bachelor’s degree,7.0,151112.0
Canada,Bachelor’s degree,24.0,90866.0
Ukraine,Master’s degree,4.0,20517.0
United States of America,Bachelor’s degree,3.0,96500.0
United States of America,Master’s degree,14.0,180000.0
United States of America,Bachelor’s degree,7.0,100000.0
United States of America,Post grad,10.0,250000.0
United States of America,Master’s degree,5.0,54000.0
United States of America,Bachelor’s degree,18.0,170000.0
United States of America,Bachelor’s degree,8.0,160000.0
Ukraine,Master’s degree,7.0,63600.0
Brazil,Master’s degree,7.0,52216.0
Germany,Less than a Bachelor’s degree,3.0,47796.0
Brazil,Less than a Bachelor’s degree,2.0,10909.0
United States of America,Less than a Bachelor’s degree,7.0,121400.0
Ukraine,Master’s degree,8.0,72000.0
United States of America,Bachelor’s degree,4.0,85000.0
Ukraine,Bachelor’s degree,5.0,118000.0
Ukraine,Master’s degree,4.0,12342.0
United States of America,Master’s degree,16.0,180000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,2.0,66242.0
United States of America,Bachelor’s degree,11.0,110000.0
United States of America,Bachelor’s degree,5.0,102000.0
Germany,Master’s degree,3.0,59073.0
Portugal,Post grad,18.0,75184.0
Spain,Master’s degree,15.0,51555.0
United States of America,Less than a Bachelor’s degree,1.0,60000.0
Germany,Master’s degree,14.0,155984.0
United States of America,Master’s degree,14.0,250000.0
Germany,Master’s degree,6.0,80555.0
Canada,Bachelor’s degree,18.0,58154.0
Canada,Bachelor’s degree,8.0,123578.0
Finland,Bachelor’s degree,11.0,60577.0
United States of America,Bachelor’s degree,6.0,170000.0
Ukraine,Master’s degree,13.0,51600.0
United States of America,Bachelor’s degree,10.0,150000.0
United States of America,Bachelor’s degree,6.0,138000.0
Ukraine,Master’s degree,6.0,167850.0
United States of America,Bachelor’s degree,40.0,165000.0
United States of America,Post grad,8.0,190000.0
Taiwan,Bachelor’s degree,8.0,46326.0
United States of America,Bachelor’s degree,14.0,165000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,63694.0
Italy,Master’s degree,4.0,25777.0
Ukraine,Bachelor’s degree,4.0,33817.0
Ukraine,Master’s degree,15.0,61710.0
Sweden,Bachelor’s degree,3.0,57230.0
United States of America,Master’s degree,5.0,73000.0
United States of America,Bachelor’s degree,5.0,140000.0
Germany,Less than a Bachelor’s degree,12.0,57999.0
Canada,Less than a Bachelor’s degree,1.0,36346.0
United States of America,Bachelor’s degree,9.0,108000.0
Germany,Bachelor’s degree,10.0,56925.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,73885.0
United States of America,Less than a Bachelor’s degree,24.0,222500.0
Romania,Master’s degree,2.0,52433.0
Poland,Master’s degree,15.0,74239.0
United States of America,Bachelor’s degree,3.0,105000.0
Mexico,Bachelor’s degree,12.0,88572.0
India,Master’s degree,3.0,29909.0
Israel,Bachelor’s degree,18.0,155429.0
Ukraine,Master’s degree,10.0,76800.0
United States of America,Less than a Bachelor’s degree,17.0,160000.0
Brazil,Post grad,2.0,14919.0
Brazil,Master’s degree,5.0,17903.0
Portugal,Bachelor’s degree,6.0,32222.0
United States of America,Bachelor’s degree,10.0,89000.0
United States of America,Bachelor’s degree,10.0,140000.0
Switzerland,Bachelor’s degree,20.0,167125.0
Canada,Master’s degree,5.0,65424.0
Mexico,Bachelor’s degree,12.0,59246.0
Ukraine,Bachelor’s degree,4.0,62796.0
United States of America,Bachelor’s degree,10.0,109000.0
United States of America,Bachelor’s degree,1.0,155000.0
Ukraine,Master’s degree,20.0,50000.0
Sweden,Master’s degree,6.0,57230.0
Ukraine,Master’s degree,5.0,60000.0
United States of America,Less than a Bachelor’s degree,2.0,80500.0
United States of America,Bachelor’s degree,7.0,183000.0
Mexico,Bachelor’s degree,13.0,32884.0
Ukraine,Master’s degree,18.0,56773.0
Austria,Less than a Bachelor’s degree,7.0,53703.0
Ireland,Master’s degree,20.0,161109.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,146496.0
Mexico,Master’s degree,20.0,56604.0
United States of America,Bachelor’s degree,16.0,95000.0
Ukraine,Less than a Bachelor’s degree,5.0,31000.0
United States of America,Bachelor’s degree,15.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,191082.0
Germany,Master’s degree,11.0,91295.0
Ukraine,Bachelor’s degree,3.0,29644.0
Ireland,Bachelor’s degree,17.0,80555.0
Sweden,Post grad,6.0,123999.0
United States of America,Less than a Bachelor’s degree,14.0,100000.0
United States of America,Bachelor’s degree,7.0,106000.0
Canada,Bachelor’s degree,7.0,87231.0
United States of America,Bachelor’s degree,5.0,175000.0
India,Less than a Bachelor’s degree,9.0,28712.0
United States of America,Post grad,8.0,125000.0
United States of America,Less than a Bachelor’s degree,11.0,100000.0
Ukraine,Master’s degree,10.0,65165.0
United States of America,Bachelor’s degree,25.0,188000.0
Italy,Less than a Bachelor’s degree,37.0,64444.0
Ukraine,Less than a Bachelor’s degree,8.0,37000.0
Netherlands,Bachelor’s degree,10.0,109554.0
France,Master’s degree,6.0,46185.0
France,Master’s degree,16.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,82802.0
Sweden,Less than a Bachelor’s degree,3.0,40061.0
United States of America,Bachelor’s degree,32.0,225000.0
United States of America,Bachelor’s degree,0.5,91000.0
Turkey,Bachelor’s degree,8.0,64919.0
Canada,Bachelor’s degree,22.0,152655.0
United States of America,Bachelor’s degree,29.0,220000.0
United States of America,Bachelor’s degree,3.0,95000.0
Spain,Less than a Bachelor’s degree,6.0,161109.0
Portugal,Master’s degree,0.5,19333.0
United States of America,Bachelor’s degree,14.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,73885.0
Austria,Master’s degree,24.0,102036.0
Ukraine,Master’s degree,6.0,47393.0
United States of America,Less than a Bachelor’s degree,34.0,140000.0
Switzerland,Less than a Bachelor’s degree,6.0,133700.0
Germany,Less than a Bachelor’s degree,1.0,40814.0
New Zealand,Bachelor’s degree,42.0,153641.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,152865.0
Brazil,Bachelor’s degree,6.0,22378.0
United States of America,Bachelor’s degree,10.0,70000.0
United States of America,Master’s degree,13.0,175000.0
United States of America,Master’s degree,15.0,97000.0
United States of America,Bachelor’s degree,10.0,180000.0
Canada,Master’s degree,2.0,165000.0
Ukraine,Master’s degree,22.0,74755.0
Spain,Master’s degree,19.0,75184.0
Sweden,Less than a Bachelor’s degree,5.0,56086.0
Hungary,Bachelor’s degree,2.0,27719.0
United States of America,Bachelor’s degree,1.0,191000.0
Ukraine,Bachelor’s degree,3.0,37200.0
United States of America,Bachelor’s degree,1.0,86500.0
Israel,Less than a Bachelor’s degree,5.0,145715.0
United States of America,Bachelor’s degree,7.0,200000.0
United States of America,Bachelor’s degree,8.0,164000.0
Canada,Bachelor’s degree,9.0,109039.0
United States of America,Less than a Bachelor’s degree,5.0,80000.0
South Africa,Bachelor’s degree,29.0,30671.0
Switzerland,Master’s degree,6.0,148184.0
United States of America,Bachelor’s degree,7.0,120000.0
United States of America,Bachelor’s degree,8.0,175000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,44586.0
Sweden,Post grad,19.0,57230.0
United States of America,Bachelor’s degree,22.0,180000.0
Sweden,Bachelor’s degree,15.0,57230.0
United States of America,Bachelor’s degree,20.0,185000.0
United States of America,Bachelor’s degree,2.0,100000.0
United States of America,Bachelor’s degree,8.0,155000.0
United States of America,Bachelor’s degree,4.0,140000.0
Brazil,Bachelor’s degree,25.0,41214.0
United States of America,Post grad,10.0,180350.0
Austria,Master’s degree,12.0,107406.0
Ukraine,Master’s degree,11.0,29621.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,0.5,28866.0
United States of America,Bachelor’s degree,5.0,135000.0
United States of America,Less than a Bachelor’s degree,28.0,201000.0
Czech Republic,Less than a Bachelor’s degree,4.0,78183.0
Brazil,Bachelor’s degree,32.0,29838.0
Brazil,Post grad,3.0,74595.0
Romania,Master’s degree,13.0,81994.0
United States of America,Master’s degree,2.0,250000.0
Portugal,Bachelor’s degree,30.0,61222.0
United States of America,Master’s degree,8.0,65000.0
United States of America,Bachelor’s degree,4.0,105000.0
Canada,Bachelor’s degree,11.0,145386.0
Ukraine,Bachelor’s degree,2.0,25000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,22.0,178343.0
United States of America,Bachelor’s degree,2.0,120000.0
United States of America,Master’s degree,19.0,194000.0
United States of America,Bachelor’s degree,6.0,160000.0
United States of America,Master’s degree,2.0,62000.0
United States of America,Bachelor’s degree,3.0,83500.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,127388.0
Denmark,Bachelor’s degree,40.0,110882.0
India,Bachelor’s degree,5.0,35890.0
United States of America,Bachelor’s degree,43.0,190000.0
Canada,Less than a Bachelor’s degree,30.0,79962.0
Greece,Master’s degree,4.0,32222.0
United States of America,Post grad,22.0,110000.0
Canada,Bachelor’s degree,8.0,138117.0
Taiwan,Bachelor’s degree,3.0,20692.0
United States of America,Master’s degree,7.0,160000.0
France,Master’s degree,14.0,42962.0
Belgium,Master’s degree,15.0,67666.0
United States of America,Master’s degree,8.0,145000.0
United States of America,Master’s degree,10.0,225000.0
United States of America,Bachelor’s degree,4.0,107000.0
United States of America,Post grad,50.0,210000.0
Australia,Master’s degree,2.0,85886.0
Finland,Bachelor’s degree,4.0,53703.0
United States of America,Bachelor’s degree,30.0,250000.0
Canada,Bachelor’s degree,3.0,54520.0
United States of America,Less than a Bachelor’s degree,8.0,170000.0
United States of America,Less than a Bachelor’s degree,3.0,105000.0
United States of America,Bachelor’s degree,3.0,100000.0
United States of America,Bachelor’s degree,3.0,90000.0
New Zealand,Post grad,10.0,73748.0
Ukraine,Bachelor’s degree,6.0,50000.0
United States of America,Less than a Bachelor’s degree,2.0,70000.0
United States of America,Bachelor’s degree,10.0,215000.0
Canada,Bachelor’s degree,14.0,105405.0
United States of America,Bachelor’s degree,4.0,110000.0
United States of America,Master’s degree,8.0,140000.0
United States of America,Master’s degree,5.0,160000.0
United States of America,Master’s degree,5.0,80000.0
New Zealand,Bachelor’s degree,0.5,46092.0
Netherlands,Master’s degree,7.0,91295.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,8.0,152865.0
